bbox_intersection_volume,object_a,object_b,extent_x,extent_y,extent_z
2.9609037852994295,SIBVL,SMDVL,0.2986275255680084,6.791425704956055,1.459934949874878
2.959624272145518,ALA,DB5,0.39799943566322327,3.5080416202545166,2.1197731494903564
2.9406095057543946,Cuticle,PDER,0.26936835050582886,6.326817989349365,1.7254621982574463
2.9163230437434384,SIBDL,SIBVL,0.29653200507164,6.736441612243652,1.459934949874878
2.882210498931093,ALA,DA5,0.38234269618988037,3.2564353942871094,2.3148903846740723
2.8792508290396586,DB3,PVDL,0.1524447202682495,5.621344566345215,3.3599042892456055
2.8778991324506666,hyp7,SMDVL,0.30334287881851196,6.803171157836914,1.3945380449295044
2.8707563332045956,Excretory_Cell,AVKL,0.2253587543964386,6.809272766113281,1.8707733154296875
2.85722458187754,DA7,PVDL,0.21941056847572327,3.9067482948303223,3.3332769870758057
2.8508994795173863,ALA,AVL,0.18314751982688904,6.72435188293457,2.3148903846740723
2.84895750406569,Excretory_Cell,DB3,0.27090972661972046,5.621344566345215,1.8707733154296875
2.8465469363395637,ALA,AVAL,0.18290436267852783,6.723011493682861,2.3148903846740723
2.8410696522809324,DA6,DA5,0.38234269618988037,2.5685083866119385,2.8929977416992188
2.840881702017778,Excretory_Cell,DA6,0.39448797702789307,3.8494458198547363,1.8707733154296875
2.8208000794429946,Cuticle,PVM,0.39131104946136475,3.484663724899292,2.0686609745025635
2.8203269707789604,ALA,AVAR,0.18121957778930664,6.723012447357178,2.3148903846740723
2.817107497742876,ALA,AVBL,0.18101274967193604,6.723011016845703,2.3148903846740723
